artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Tyree,My M.B. Thang,399.93424,-9.752,161.272,0.247,395.337,0.616968969,0.356347936,hip house
Cabas,Como Nuestro Amor No Hay Dos,207.82975,-6.399,216.023,0.136,202.664,0.606267927,0.397414663,vallenato
Flink,Russian Doll,273.10975,-4.258,131.955,0.177,256.923,0.482733228,0.356950956,alternative rock
The John Buzon Trio,I Can't Believe That You're In Love With Me (Digitally Remastered 95),140.56444,-17.419,125.073,0.33,136.69,0.400460359,0.296944034,easy listening
Heaven 17,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),273.84118,-8.015,96.859,0.189,250.683,0.630928608,0.461558452,new romantic
Robert Lockwood_ Jr.,Big Legged Woman,278.38649,-9.763,117.981,0.38,269.735,0.497942106,0.341073301,delta blues
Sivuca,ForrA3 Praieiro,202.78812,-14.36,143.311,0.299,195.663,0.479620747,0.324334205,brazilian jazz
Charlie Walker,Pick Me Up On Your Way Down - Original,152.73751,-15.912,144.265,0.136,145.096,0.536546302,0.359542313,honky tonk
Der Plan,Schauet Her!,34.32444,-13.546,121.834,0.075,34.324,0.496224085,0.347249717,experimental rock
The Statler Brothers,Shenandoah,201.27302,-16.822,104.068,2.403,195.843,0.634490513,0.410950258,country gospel
Eko Fresh feat. Ado,Ich bleib so wie ich bin,215.92771,-5.771,126.693,0.125,211.632,0.689494765,0.35590563,pop rap
Peloton,Beloki,238.05342,-21.519,70.229,0.38,225.93,0.426539984,0,deep house
Wilks,Brightess night,256.07791,-8.527,90.006,0,239.119,0.351182454,0.080166939,hip hop
Paul Buckmaster,Dunn's Revenge,123.76771,-32.586,134.56,4.011,118.567,0.456304669,0.313019136,soundtrack
Evolution,My Own Way,208.50893,-6.047,97.015,0,200.348,0.596210958,0.422846033,progressive house
Lonestar,Y.O.U. (Album Version),214.12526,-3.321,125.022,0.132,209.131,0.75347562,0.529915122,country
Paul Buckmaster,The Interrogation,73.50812,-24.112,161.665,5.675,73.508,0.456304669,0.313019136,soundtrack
Faron Young,It's Four In The Morning,159.79057,-23.907,141.772,0.363,156.044,0.590473194,0.418989675,honky tonk
The Jordanaires & Orion,Joy to the World,97.69751,-16.102,106.317,0.395,90.523,0.382308283,0.283562596,country gospel
Sandra Mihanovich,Cuatro Estrofas,263.18322,-13.328,122.072,0,256.401,0.46492901,0.358844043,los angeles
Charlotte Gainsbourg,Le Chat du CafA(c) des Artistes,241.65832,-9.838,150.256,0,228.264,0.744007915,0.520049688,pop
The Prefects,Background Music: The Greatest Ever Punk Sing-Along! (Live),266.57914,-19.468,104.521,0,260.278,0.404877012,0.268456648,rock
Paul Avgerinos,Song Without End,324.51873,-18.208,91.405,0,311.943,0.449278965,0.317125719,chill-out
Seal,Show Me (Acoustic Version),117.78567,-15.808,119.772,0.797,110.695,0.567313224,0.580013183,dance pop
Pennywise,6TH Avenue Nightmare,159.89506,-5.111,200.877,0,155.788,0.816998189,0.512229189,melodic hardcore
Dixie Chicks,Give It Up Or Let Me Go,296.30649,-6.98,103.863,0.287,287.631,0.827409365,0.576902281,bluegrass
Slum Village,Climax (Instrumental Mix),200.61995,-8.42,95.599,0.311,187.844,0.674839436,0.425450614,hip hop
Bomb Squad,BOMB SQUAD,191.11138,-12.054,109.614,0.061,184.616,0.529680673,0.35085673,funk rock
Muse,Supermassive Black Hole (Album Version),209.34485,-3.313,120.01,0.089,206.698,0.929030287,0.750426551,art rock
Frank Chacksfield,Theme From the Victors,142.65424,-20.139,95.611,0.467,135.784,0.446256667,0.346357522,orchestra
Alceu ValenASSa,Na Primeira ManhAPS,162.84689,-9.785,121.988,0,162.847,0.544979448,0.366713432,brazilian pop music
Cam'Ron,O.T. (Skit),24.73751,-28.603,215,0,24.738,0.858270678,0.515325301,hip hop
Bon Jovi,Wildflower,253.83138,-6.083,93.044,0.212,245.232,0.839297678,0.718891456,rock
KMD,Change Your Mind,239.12444,-10.877,119.961,0.218,231.648,0.587827036,0.379980017,grime
Blind Lemon Jefferson,Wartime Blues,185.41669,-19.308,162.496,0,181.226,0.594866646,0.382846902,country blues
Nana Mouskouri,Only You,175.12444,-11.778,137.476,0.398,166.29,0.588237862,0.387186147,chanson
Fruko Y Sus Tesos,La Fruta Bomba,242.75546,-8.588,84.751,0.223,237.621,0.533724477,0.370747684,salsa
The Merry Macs,Dolores,194.84689,-18.692,71.27,0.171,185.893,0.354496108,0.249453649,big band
Time Zone,World Destruction (2005 Digital Remaster),233.63873,-7.532,92.499,3.117,220.288,0.4697796,0.345866665,alternative dance
Bobby Pulido,Alma De Metal,216.31955,-8.88,100.252,0.264,206.669,0.575844757,0.426851853,tejano
Eddie,Beautiful Lies,317.962,-10.558,153.942,0.122,309.267,0.622684167,0.362238747,frevo
Rickie Lee Jones,Danny's All-Star Joint (LP Version),246.62159,-14.071,143.497,0,226.337,0.670615396,0.503151606,folk rock
Stefon Harris,From the Gardner Meditations: African Tarantella,538.27873,-12.169,70.875,0.357,526.356,0.470466866,0.378398547,hard bop
RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski,Werther - Lyric Drama in four Acts/Act III/Toute mon AC/me est lA,333.92281,-17.677,158.715,0.775,327.726,0.391741394,0.291264812,opera
Rauni Pekkala,Miesten tA$?hden,162.14159,-9.812,93.657,4.342,159.161,0.049036792,0,finish
Alex Gopher,Song For Paul,164.0224,-12.836,80.012,0.197,159.527,0.648692286,0.393369406,deep house
Twista,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),259.70893,-7.482,124.734,0,252.819,0.889613555,0.593808365,gangster rap
Simply Red,Thrill Me,303.96036,-6.289,93.975,0,296.426,0.731590593,0.498563611,pop rock
Telecast,Covered (The Beauty Of Simplicity Album Version),197.98159,-14.258,84.951,0.438,191.988,0.569245396,0.427795699,modern rock
The Prodigy,Charly (Trip Into Drum And Bass Version) (Remastered),312.86812,-6.361,96.732,3.361,308.785,0.638614023,0.601436483,hardcore techno
Loretta Lynn,I'd Rather Have Jesus,161.48853,-13.797,79.181,0.363,154.285,0.658731278,0.410541103,honky tonk
The Chi Lites,Toby,170.70975,-9.957,149.394,0,163.138,0.607260129,0.403000799,disco
Bob Wills,Yearning Just For You,160.26077,-12.009,88.301,0.427,151.65,0.498834975,0.379960767,western swing
MarAa Elena Walsh,CanciA3n De TAteres,114.80771,-11.836,111.104,0,111.554,0.341513855,0.25706292,lullaby
God Lives Underwater,Don't Know How To Be,215.40526,-5.66,169.966,0,207.975,0.564496972,0.363386415,industrial metal
Bob Hope,Merry-Go-Runaround,147.722,-13.21,133.325,0,147.722,0.437599072,0.336419738,jump blues
Don & Juan,Sincerely,148.16608,-10.666,98.442,0.845,135.5,0.585610141,0.317036752,doo-wop
Mack and Jamie,Althea Cooley,27.6371,-14.629,118.668,0,27.637,0.370429862,0.266269757,stand-up comedy
Eminem,I'm Back,312.2673,-3.989,180.168,0,288.502,0.871010615,0.804830428,hip hop
An Cafe,ONE WAY LOVE,276.13995,-3.856,152.988,0.305,269.711,0.455371855,0.3138666,dance rock
Eric Burdon,Devil's Daughter,262.97424,-8.737,80.031,0.165,256.935,0.601069052,0.359185993,blues-rock
Fake Problems,Tabernacle Song,195.47383,-7.246,103.776,0.061,187.588,0.649687615,0.455664786,folk punk
Pyranja,Anfang Vom Ende,60.55138,-9.255,96.264,0.102,60.551,0.548672436,0.358500923,pop rap
Steve Green,Forgive Me (High Key-Premiere Performance Plus),211.722,-16.941,99.619,0.286,192.731,0.516021359,0.34852689,ccm
The Perrys,I'll Pray For You,255.26812,-16.076,82.487,0,243.02,0.501337162,0.380679874,christian music
HA(c)roes del Silencio,El Mar No Cesa (Live),198.89587,-8.85,159.483,5.346,198.896,0.672904134,0.524063333,hard rock
Anthony Watson,I'm Gonna Take My Time,259.83955,-6.567,163.902,0.189,246.346,0.36843634,0,lovers rock
Jimmy Riley,Amaze,215.24853,-5.651,159.96,0.258,206.303,0.477724733,0.299705214,roots reggae
Bruisers,2 Fists Full Of Nothing,289.01832,-10.419,135.233,0.223,284.979,0.4575333,0.415353711,oi
John Travolta / Christopher Walken,"(You're) Timeless To Me (""Hairspray"")",287.16363,-9.021,128.685,0.159,281.269,0.488428043,0.309497547,soundtrack
Paul Avgerinos,In My Heart,338.96444,-28.406,85.558,3.413,324.777,0.449278965,0.317125719,chill-out
ATB,Collides With Beauty,349.04771,-6.615,136.967,0,344.393,0.790695939,0.508177085,progressive house
Selena,Cien Anos,190.35383,-5.266,90.602,0.183,182.996,0.748320703,0.545865917,tejano
The Misfits,Dig Up Her Bones,181.21098,-5.128,111.153,1.164,170.916,0.853725857,0.550991009,horror punk
Eurythmics,A Little Of You,236.61669,-4.21,111.122,2.792,219.806,0.75100762,0.523699078,dance rock
Small Faces,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,248.24118,-12.211,77.09,0,248.241,0.582238344,0.449052575,rock 'n roll
Yellowcard,One Year_ Six Months,208.79628,-7.063,89.896,0.346,202.524,0.872933783,0.627467259,rock
Kira,Song For Stephin Merritt,193.17506,-10.134,69.167,0.421,181.911,0.580600204,0.436044792,eurodance
Gabriel Grossi,Cai dentro,253.43955,-7.773,143.86,0,246.712,0.433517116,0,choro
Jeanie Lambe & The Danny Moss Quartet,My Funny Valentine,204.61669,-15.096,67.6,0.383,198.676,0.03863811,0,hip hop
FabiA!n,Mis calles de arena,241.68444,-7.066,169.981,0,233.976,0.512961516,0.364597881,brill building pop
Ray Lynch,Kathleen's Song / Ray Lynch,250.22649,-21.45,139.944,0.265,232.112,0.548882424,0.386243701,space music
Elvenking,Trows Kind,357.45914,-5.492,200.036,0.328,355.051,0.646401653,0.423300013,folk metal
Jay-Z,Change Clothes,259.05587,-4.73,104.123,0.165,246.399,0.860033248,0.781412342,gangster rap
Keep Of Kalessin,Ascendant,270.21016,-5.958,229.864,0.102,264.98,0.637995287,0.471441876,black metal
Frenchy,Smith & Wesson,246.17751,-8.613,96.904,0.464,234.522,0.565819847,0.308144061,rockabilly
Cadacross,Bring Out Your Dead,217.93914,-4.384,92.608,0.107,212.683,0.52114352,0.394440294,folk metal
The New York Dolls,Vietnamese Baby,234.84036,-5.771,84.058,3.123,224.258,0.717670525,0.479308459,glam rock
Alice In Chains,Angry Chair,262.47791,-5.499,111.239,0,262.478,0.79633706,0.582921577,grunge
BerrogA1/4etto,Nadal De Luintra,242.62485,-8.765,99.546,0,237.575,0.554851898,0.386861225,gaita
David Saylor,Que Ves Por Tu Ventana,218.22649,-6.61,121.9,0,199.134,0.395603509,0,soul
Martin Lawrence,Talking During Sex (LP Version),202.78812,-16.161,61.863,0.248,194.479,0.436983412,0.45599321,hip hop
Anti-Flag,The Modern Rome Burning,299.80689,-6.247,178.804,0.113,295.683,0.844039532,0.524378988,oi
Silverchair,Spawn (Again),207.56853,-6.336,138.385,0.062,201.3,0.767768809,0.536219993,post-grunge
NO-TONE ft.Inusa,Life is Love,396.7473,-5.208,126.012,0.509,388.47,0.394805824,0.239174796,power electronics
Henri Pousseur,Prospection,298.73587,-22.235,65.919,0,281.954,0.38090588,0.257515404,serialism
Marygold,Neglected,225.09669,-4.682,133.857,0.398,220.595,0.504410115,0.316315266,pop rock
Dope Stars Inc.,Chase The Light,233.22077,-4.741,154.998,0.136,212.759,0.685221935,0.426035662,nu metal
Bobby Darin,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),124.9171,-10.387,71.356,2.252,124.917,0.70441147,0.469425908,brill building pop
The Vaughan Brothers,Good Texan,262.29506,-9.759,142.372,0.079,249.812,0.585514007,0.364914035,blues-rock
The Wiyos,Dontchaletmecatchya,186.30485,-9.866,192.831,0,182.753,0.609817354,0.315511341,blues
Oh No,Soul of Ethiopia,110.57587,-7.1,128.116,0,105.471,0.670642844,0.42677782,hip hop
Eddie and the Subtitles,Louie Louie,143.98649,-14.489,154.072,0.206,138.228,0.361362812,0.307675417,rockabilly
Bon Jovi,This Ain't A Love Song,432.97914,-7.984,91.775,2.09,420.705,0.839297678,0.718891456,rock
4 Skins,A.C.A.B. (Bumper Sessions),89.44281,-7.238,140.52,0.461,85.095,0.528653456,0,oi
Eddie Calvert,Tenderly,171.65016,-19.941,130.598,2.897,163.271,0.421187326,0.310544672,cool jazz
Sivuca,Copacabana,137.482,-16.469,148.046,0.52,134.223,0.479620747,0.324334205,brazilian jazz
Jason Michael Carroll,No Good In Goodbye,229.8771,-3.662,87.712,0.136,219.347,0.773736294,0.524467224,country rock
The Scare,NOT IN LOVE,218.95791,-4.692,95.33,0.537,211.598,0.582061745,0.404910014,art rock
Burt Bacharach,Are You There (With Another Girl),175.882,-13.04,115.756,0.253,167.822,0.606769573,0.47079025,brill building pop
James Horner,The Stranger,231.57506,-30.387,186.138,0.636,213.188,0.679519208,0.491828704,rock
Mario Telles,NanAPS,212.13995,-9.989,97.34,0.183,207.482,0.236105041,0.19936897,samba
The Chi-Lites,Intro,251.27138,-16.218,138.501,4.075,251.271,0.607260129,0.403000799,disco
The Katies,Tappin' Out (LP Version),199.8624,-6.077,155.193,0.201,192.534,0.502358284,0.262371626,power pop
Michael Jackson,I Wanna Be Where You Are,182.7522,-8.962,207.544,0.148,162.975,0.86652032,0.766545451,motown
The Shangri-Las,Remember (Walkin' In the Sand),136.01914,-13.53,65.771,0.921,123.135,0.400978964,0.418216518,doo-wop
The Wicklows,Dirty Ol' Town,148.87138,-11.185,124.311,0.374,143.865,0.327675437,0.26969355,irish folk
DJ Godfather,Night on William Street,202.762,-14.525,97.997,0,195.617,0.49125621,0.326208255,electro
Arkona,Epilogue,109.92281,-14.811,110.06,2.769,103.364,0.646322062,0.460853145,black metal
Coolio Da Unda Dogg,Do Or Die,240.22159,-5.663,160.018,0,228.699,0.258591186,0,game
Bally Sagoo,Hey Jamalo ((Def Mix)),433.42322,-11.462,115.533,0.171,427.967,0.58097151,0.34873593,bhangra
Mariah Carey,Someday,236.5122,-9.308,111.755,0,232.391,0.934935267,0.787005469,dance pop
Walter Trout,Earrings on the Table,100.23138,-15.83,128.666,0.206,96.99,0.589995162,0.307711679,blues-rock
Big Rich featuring J. Stalin_ Aristotle,Imaginary Gangsters,137.79546,-7.806,103.948,0,137.795,0.711783681,0.407364774,hyphy
Abbott & Chambers,Never After,385.25342,-6.838,93.346,0.496,370.707,0.62117047,0.218936415,progressive trance
Django AsA1/4l,PrA$?natalabhA$?rtung,182.04689,-14.194,115.024,0,182.047,0.43148852,0.324368871,german
Electrostatic,Today,285.88363,-6.604,130.023,0.189,278.901,0.440804614,0.312639609,big beat
Helmet,Give It,257.54077,-5.775,144.974,0.162,249.382,0.776598968,0.490079584,rapcore
Quinteto Violado,Vem_ Vem,173.29587,-10.541,108.919,0.253,164.856,0.442818538,0.320520135,brazilian pop music
Dax Riggs,Radiation Blues,150.15138,-3.778,91.357,0.223,147.998,0.627917468,0.473918437,blues-rock
Edmond Leung,Ai Hen Jian Dan,268.48608,-17.611,108.24,0,256.244,0.43331739,0.349886289,cantonese pop
Heaven 17,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),354.19383,-12.183,135.57,0.177,340.927,0.630928608,0.461558452,new romantic
Mr Lab!,Would You Like,285.17832,-8.885,120.099,0,272.446,0.539311728,0.343752897,chill-out
George Lopez,Vibrators,330.16118,-8.535,86.353,0,326.96,0.668020249,0.516963731,california
Gertrudis,Quitxalla,228.23138,-5.446,111.995,0,221.234,0.444926413,0.344814469,big beat
Charles Aznavour,Tant Que L'on S'aimera,147.77424,-10.819,100.618,0.322,142.251,0.411904978,0.354996926,dub
Gran Coquivacoa,Tamborera No. 6,173.92281,-9.452,154.159,0,165.332,0.42137606,0.366527802,gaita
Alice Stuart,Bad Girl,189.93587,-11.769,111.214,0.34,176.75,0.489816269,0.328553015,electric blues
Rainer Bielfeldt,Das groAe Segel,198.00771,-7.613,153.911,0.066,184.581,0.407448072,0,chanson
Jason & The Scorchers,Help There's A Fire,172.25098,-5.015,184.884,0.135,172.251,0.500510256,0.414783863,country rock
Corderoy,Rock Guitar,513.43628,-4.003,137.896,4.574,501.017,0.494252819,0.37130459,hard trance
Mithotyn,On Misty Pathways,313.36444,-3.944,88.336,0.282,310.34,0.548185196,0.361105938,viking metal
Twenty 4 Seven,Take Your Chance,215.01342,-12.066,141.964,0.311,209.816,0.540862602,0.482490972,happy hardcore
Lupe Fiasco feat. GemStones and Graham Burris,Dumb It Down (Live From Chicago),211.69587,-5.971,88.096,2.009,205.781,0.902062927,0.554633231,hip hop
Joi,Oh My People,321.2273,-5.388,182.01,0.107,314.897,0.679011869,0.360871465,breakbeat
Entre RAos,Altas Horas,221.30893,-9.095,47.96,0,214.965,0.538346827,0.362419612,alternative dance
DCX,Hold Me,193.72363,-5.548,135.045,0.34,182.892,0.469018735,0.333432327,hard trance
Usher featuring Jermaine Dupri,Chivalry,246.09914,-6.708,127.911,0.074,231.59,0.856448924,0.854637828,hip hop
Creedence Clearwater Revisited,Proud mary,203.7024,-6.548,123.522,0,203.702,0.424223135,0.344959866,country rock
Marc Perrone,Serenade valse,62.51057,-16.972,98.467,0,56.14,0.456136674,0.285591272,musette
Memphis Minnie,Nothing In Rambling,166.66077,-17.053,112.625,0.316,161.321,0.588571842,0.360644227,country blues
Big Daddy Rick,Pac's Break,373.52444,-10.104,104.692,0,366.277,0.19631206,0,ghetto tech
Kekele,Affaire Mokuwa,306.96444,-5.713,86.658,0.374,299.474,0.410145992,0.310309149,soukous
Gail Davies,Following You Around (Album Version),192.96608,-16.308,127.494,0.183,177.58,0.332194383,0.232328489,singer-songwriter
Elvenking,A Fiery Stride (Ltd. Edition Bonus),299.31057,-5.157,165.278,0.065,294.446,0.646401653,0.423300013,folk metal
Karen Peck And New River,My God Will Always Be Enough,280.5024,-13.844,76.716,0.161,269.172,0.325700771,0.373832894,country gospel
Leslie Mendelson,Turn It Over (Album Version),206.52363,-10.599,106.499,0.282,198.682,0.491238422,0.34866477,folk-pop
Claire Hamill,Japanese Lullaby,221.6224,-16.503,70.196,4.76,199.599,0.515847654,0.35312499,new age
Mind Furniture,Hoop of Flame (IV. Glimpse of a Chance),516.362,-12.969,135.189,0.223,468.329,0.031013499,0,progressive rock
Orquesta Sublime,Son Los AA+-os,179.40853,-9.546,122.405,0,175.624,0.496244737,0.30474366,salsa
Chico Hamilton,Denise,473.49506,-17.276,115.405,0,421.268,0.598739119,0.351675722,jazz funk
A Tribe Called Quest,Like It Like That,166.86975,-9.309,94.971,0.102,164.281,0.770040695,0.543681107,jazz rap
John Brown,The Scenic Route,59.95057,-6.86,96.058,0,59.951,0.641525136,0.387181942,hard trance
Percy Mayfield,Please Send Me Someone To Love,173.50485,-16.472,93.707,0,168.681,0.505074303,0.333723343,jump blues
Jack Sheldon,Dear Ann,319.39873,-13.157,113.097,0.357,309.081,0.40724312,0.315617064,bebop
VHS Or Beta,New Day Rising,334.18404,-9.691,131.752,0.19,331.622,0.67161064,0.421973968,disco
Corb Lund,Horse Doctor_ Come Quick,235.80689,-9.139,176.591,0.657,227.08,0.602159673,0.426328684,british pop
The Mystic Moods Orchestra,Visions,207.09832,-29.342,60.439,0,203.714,0.324422217,0.169797033,space age pop
Alice Cooper,Be My Lover,197.90322,-5.431,119.744,0,197.903,0.838924311,0.607792752,shock rock
Al Di Meola,Bianca's Midnight Lullaby,114.07628,-13.347,75.11,0,104.96,0.643016666,0.461517205,latin jazz
Paul Overman,Morning Rain Music by Jorge Alfano,564.29669,-28.416,90.582,2.171,555.99,0.164853301,0,meditation
Mongo Santamaria,Watermelon Man,428.06812,-5.827,131.971,0,428.068,0.540037749,0.360053307,latin jazz
The Distillers,The Blackest Years (CD only hidden track),448.54812,-5.055,161.288,0,448.548,0.681090692,0.488536125,grunge
Ms. Dynamite / Kymani Marley,Seed Will Grow,202.21342,-11.224,89.996,0.178,195.286,0.589694605,0.383863704,grime
ARRESTED DEVELOPMENT,Raining Revolution (Live) (Unplugged),273.84118,-16.963,87.581,32.972,259.617,0.701118744,0.415441656,hip hop
Line Renaud,Sept Coeurs,166.39955,-8.762,155.065,0.367,162.383,0.470212296,0.320086927,chanson
Gran Coquivacoa_ Neguito Borjas,El tuli-tuli,117.34159,-8.817,75.738,0.355,111.624,0.42137606,0.366527802,gaita
Dobet GnahorA(c),Kakou,274.54649,-9.213,103.997,0.086,269.735,0.450053568,0.395352793,blues-rock
CafA(c) Quijano,Hablando A Un Cristal,205.40036,-4.129,104.036,0.206,201.822,0.551682526,0.352338668,pop rock
Scott Wesley Brown,Pray For Me (One Step Closer Album Version),234.78812,-12.38,160.443,0.401,224.154,0.497307512,0.342406391,modern rock
Fernando Ortega,Don't Let Me Come Home A Stranger (LP Version),131.10812,-15.001,91.523,2.711,116.576,0.582129295,0.439880513,ccm
Les Paul and Mary Ford,I Really Don't Want To Know (1990 Digital Remaster),172.59057,-17.075,82.016,0.136,162.238,0.462642321,0.370057829,space age pop
Jimmy Witherspoon,Man Don't Cry,128.96608,-11.655,111.01,0.223,115.804,0.501726333,0.353441853,jazz blues
Amorphis,Into Hiding,225.41016,-9.531,130.677,0,219.858,0.709010525,0.553566172,progressive metal
Mr.De',Throw,203.25832,-9.528,160.336,0,203.258,0.417572837,0.306197459,detroit techno
The Cure,Primary,209.60608,-14.613,165.303,0,209.606,0.81195304,0.578993549,new wave
Cliff Edwards/Disney Studio Chorus,When You Wish Upon A Star,193.67138,-8.615,98.752,2.844,188.488,0.448318719,0.356612934,vocal jazz
Tammy Wynette,I Stayed Long Enough,119.90159,-14.09,111.12,0.351,112.878,0.606118646,0.409196036,honky tonk
Alexisonfire,Accept Crime (Album Version),193.98485,-3.357,185.063,2.908,189.057,0.831163941,0.57893354,post-hardcore
Sonny James,I'll Never Find Another You,146.02404,-15.911,144.538,0.462,135.372,0.503523667,0.355515927,country blues
Charly GarcAa,AsesAname,223.05914,-7.383,93.011,0,223.059,0.620027189,0.440370731,pop rock
The Elders,Send a Prayer,294.86975,-7.028,111.408,0.073,286.134,0.557094505,0.415303643,celtic rock
Rachel Portman,The Letters,161.43628,-25.752,91.889,2.165,152.636,0.603882792,0.394282621,soft rock
Charlie Haden,American Dreams,292.17914,-24.22,141.229,2.316,283.597,0.618296844,0.37537482,free jazz
Walter Wanderley Trio,O Menino Desce O Morro,196.64934,-16.862,205.323,0.574,183.339,0.285210316,0.256148646,latin jazz
Marilyn Horne,"Rinaldo : Act 3 ""Or la tromba in suon festante"" [Rinaldo]",231.57506,-16.682,124.759,3.57,223.73,0.445858671,0.312044456,opera
Marga Gomez,Filumena Fabulosa,313.20771,-12.235,124.479,0,313.208,0.310776523,0.228428667,comedy
Apache Indian,Independent Girl (feat. Malki Singh),298.762,-8.149,159.986,0.171,277.734,0.56335349,0.36096096,dancehall
John Berry,Those Were the Days,230.42567,-8.924,135.642,0.171,217.217,0.566013954,0.463771723,country rock
Noah Lewis,Devil In The Wood Pile,169.74322,-26.469,119.187,0.43,163.027,0.380341154,0,ghetto tech
Vangelis,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7,297.76934,-15.235,173.712,3.541,294.859,0.772873274,0.473700501,progressive rock
Crazy Horse,Going Home (Album Version),170.23955,-8.873,74.739,0.203,161.988,0.540279892,0.342192311,country rock
The Sun Harbor's Chorus-Documentary Recordings,We Started Together,52.45342,-16.945,155.954,0,52.453,0.214837192,0.24913723,patriotic
Gustavo Cerati,Tu Cicatriz En Mi,232.48934,-4.286,110.016,0.195,226.075,0.694983409,0.426642657,electronica
LL Cool J,Headsprung,270.10567,-7.553,99.914,0.124,257.701,0.749217793,0.544321915,hip hop
Roger Reynolds,Binaural Presentation - Kokoro. Pt. 5,313.73016,-41.806,43.877,0.973,313.73,0.31569241,0.263509097,serialism
BT,Korean Waterhole,94.9024,-19.345,148.653,2.345,94.902,0.786427083,0.512226738,electronica
George Jones,Together Alone,181.60281,-17.198,168.248,2.833,170.736,0.730264991,0.463673869,honky tonk
Tito Allen,Nadie Como Tu,288.39138,-6.311,192.021,0.167,281.519,0.414488208,0.251131267,salsa
Kris Kristofferson,Snakebit,212.37506,-8.403,136.908,0.32,201.149,0.732393863,0.496224349,western swing
The Del McCoury Band,She's Left Me Again,170.94485,-11.732,143.431,0.171,162.557,0.608703568,0.362218957,bluegrass
L7,Baggage,198.76526,-8.234,104.101,0.218,196.4,0.64444361,0.443547553,grunge
Antonio Koudele,Once Upon A Time,318.48444,-17.728,134.156,0.131,310.172,0.2860406,0,guitar
Moonspell,Trebraruna,209.03138,-6.309,85.515,2.386,206.46,0.722570574,0.499826314,sympho black metal
Rickie Lee Jones,Second Time Around,291.97016,-25.342,64.011,0.45,283.562,0.670615396,0.503151606,folk rock
Fabolous,Change You or Change Me (Amended Version),283.61098,-7.677,85.897,0,269.264,0.571681627,0.54000775,gangster rap
Perez Prado_ His Orchestra,Abril en Portugal,143.41179,-8.807,134.937,0,139.842,0.554981513,0.384722599,gabba
Vic Chou,Ni De Ti Wen,271.41179,-6.114,105.062,0.479,262.751,0.418255215,0.333652067,cantonese pop
Hank Locklin,Who Do You Think You're Fooling,166.66077,-15.474,75.959,0,164.049,0.635757022,0.379436972,honky tonk
Joe Bonamassa,Jam Intro,201.06404,-9.518,143.317,3.837,201.064,0.675919557,0.511054354,blues-rock
X-Raided,Who's Tha Hoe?,159.4771,-7.325,117.882,0,159.477,0.624573379,0.43870167,gangster rap
Mike Vax,Nada Mas,192.96608,-19.411,94.681,0,186.114,0.314412069,0.217993638,hard bop
Claire Hamill,Awaken - Lark Rise,239.17669,-15.188,229.049,2.206,228.838,0.515847654,0.35312499,new age
Marcus Miller,Running Through My Dreams,87.40526,-17.253,102.399,0,87.405,0.695416519,0.412110495,jazz funk
Alexandre Desplat,White Sand,78.47138,-30.854,66.153,0.445,70.786,0.609816403,0.560380805,soundtrack
The Dells,I Just Don't Know What To Do With Myself,408.73751,-7.013,203.016,0,395.854,0.591696069,0.387333146,chicago soul
Henri Pousseur,"Racine dix-neuviA""me de huit-quarts",1130.94485,-25.458,79.266,0,1110.018,0.38090588,0.257515404,serialism
Gian Marco,Te MentirAa,229.32853,-7.973,99.984,2.392,222.61,0.586021472,0.367317842,pop rock
The All American Rejects,The Future Has Arrived,185.99138,-9.168,146.053,0.241,180.599,0.840651579,0.582205564,emo
The Who,Sodding About,167.44444,-7.703,120.928,0.138,163.289,0.836039353,0.58703963,british invasion
Jim Reeves,May The Good Lord Bless And Keep You,155.402,-22.377,87.038,0.177,150.117,0.624252499,0.462190105,country gospel
Camp Lo,Sparkle,227.65669,-13.239,93.728,0.229,207.964,0.655483478,0.445216987,pop rap
Atman,Lingan,341.36771,-10.017,109.099,0,324.377,0.52607728,0.374560253,downtempo
Novika,Common Tear,214.49098,-9.114,200.016,0.148,210.872,0.607105153,0.424558129,deep house
Atomic Rooster,Close Your Eyes,158.77179,-9.217,111.261,0.119,154.982,0.520757635,0.404566538,hard rock
Sade,Paradise,271.98649,-8.183,80.292,0,271.986,0.77149215,0.517342286,quiet storm
Kako,Mi Bomba,319.26812,-15.813,128.808,0.231,311.763,0.435026684,0.325333872,salsa
Fever Ray,When I Grow Up,335.5424,-9.277,184.004,0,324.899,0.713782886,0.529166983,electronic
Jimi Hendrix,Once I Had A Woman,469.60281,-13.615,86.992,0.218,453.486,0.840963901,0.595069407,blues-rock
Chris Clark,If You Should Walk Away,192.65261,-13.781,160.011,0.212,188.726,0.597281478,0.39846996,motown
Gene Chandler,I Hate to Be the One to Say,144.71791,-9.693,125.028,0.38,138.89,0.570016703,0.393762699,chicago soul
RaphaA<<l,Caravane (Live 2006),234.39628,-6.373,99.75,0,230.557,0.55746022,0.386151631,chanson
